시도,시군구,읍면동,구분,행정기관코드,담당자
경상북도,칠곡군,지천면,면,4785031000,
경상북도,칠곡군,동명면,면,4785032000,
경상북도,칠곡군,가산면,면,4785033000,
경상북도,칠곡군,약목면,면,4785036000,
경상북도,칠곡군,기산면,면,4785037000,
경상북도,예천군,예천읍,읍,4790025000,
경상북도,예천군,호명읍,읍,4790025300,
경상북도,예천군,용문면,면,4790031000,
경상북도,예천군,감천면,면,4790034000,
경상북도,예천군,보문면,면,4790035000,
경상북도,예천군,유천면,면,4790037000,
경상북도,예천군,용궁면,면,4790038000,
경상북도,예천군,개포면,면,4790039000,
경상북도,예천군,지보면,면,4790040000,
경상북도,예천군,풍양면,면,4790041000,
경상북도,예천군,효자면,면,4790042000,
경상북도,예천군,은풍면,면,4790043000,
경상북도,봉화군,봉화읍,읍,4792025000,
경상북도,봉화군,물야면,면,4792031000,
경상북도,봉화군,봉성면,면,4792032000,
경상북도,봉화군,법전면,면,4792033000,
경상북도,봉화군,춘양면,면,4792034000,
경상북도,봉화군,소천면,면,4792035000,
경상북도,봉화군,재산면,면,4792036000,
경상북도,봉화군,명호면,면,4792037000,
경상북도,봉화군,상운면,면,4792038000,
경상북도,봉화군,석포면,면,4792039000,
경상북도,울진군,울진읍,읍,4793025000,
경상북도,울진군,평해읍,읍,4793025300,
경상북도,울진군,북면,면,4793031000,
경상북도,울진군,근남면,면,4793033000,
경상북도,울진군,기성면,면,4793035000,
경상북도,울진군,온정면,면,4793036000,
경상북도,울진군,죽변면,면,4793037000,
경상북도,울진군,후포면,면,4793038000,
경상북도,울진군,금강송면,면,4793039000,
경상북도,울진군,매화면,면,4793040000,
경상북도,울릉군,울릉읍,읍,4794025000,
경상북도,울릉군,서면,면,4794031000,
경상북도,울릉군,북면,면,4794032000,
경상남도,창원시의창구,동읍,읍,4812125000,
경상남도,창원시의창구,북면,면,4812131000,
경상남도,창원시의창구,대산면,면,4812132000,
경상남도,창원시의창구,의창동,동,4812151000,
경상남도,창원시의창구,팔룡동,동,4812152000,
경상남도,창원시의창구,명곡동,동,4812153000,
경상남도,창원시의창구,봉림동,동,4812154000,
경상남도,창원시성산구,반송동,동,4812351000,
경상남도,창원시성산구,용지동,동,4812351500,
경상남도,창원시성산구,중앙동,동,4812352000,
경상남도,창원시성산구,상남동,동,4812353000,
경상남도,창원시성산구,사파동,동,4812354000,
경상남도,창원시성산구,가음정동,동,4812355000,
경상남도,창원시성산구,성주동,동,4812356000,
경상남도,창원시성산구,웅남동,동,4812357000,
경상남도,창원시마산합포구,구산면,면,4812531000,
경상남도,창원시마산합포구,진동면,면,4812532000,
경상남도,창원시마산합포구,진북면,면,4812533000,
경상남도,창원시마산합포구,진전면,면,4812534000,
경상남도,창원시마산합포구,현동,동,4812551000,
경상남도,창원시마산합포구,가포동,동,4812552000,
경상남도,창원시마산합포구,월영동,동,4812553000,
경상남도,창원시마산합포구,문화동,동,4812554000,
경상남도,창원시마산합포구,반월중앙동,동,4812556500,
경상남도,창원시마산합포구,완월동,동,4812557000,
경상남도,창원시마산합포구,자산동,동,4812558000,
경상남도,창원시마산합포구,교방동,동,4812561000,
경상남도,창원시마산합포구,오동동,동,4812563000,
경상남도,창원시마산합포구,합포동,동,4812564000,
경상남도,창원시마산합포구,산호동,동,4812565000,
경상남도,창원시마산회원구,내서읍,읍,4812725000,
경상남도,창원시마산회원구,회원1동,동,4812751000,
경상남도,창원시마산회원구,회원2동,동,4812752000,
경상남도,창원시마산회원구,석전동,동,4812754500,
경상남도,창원시마산회원구,회성동,동,4812755000,
경상남도,창원시마산회원구,양덕1동,동,4812756000,
경상남도,창원시마산회원구,양덕2동,동,4812757000,
경상남도,창원시마산회원구,합성1동,동,4812758000,
경상남도,창원시마산회원구,합성2동,동,4812759000,
경상남도,창원시마산회원구,구암1동,동,4812760000,
경상남도,창원시마산회원구,구암2동,동,4812761000,
경상남도,창원시마산회원구,봉암동,동,4812762000,
경상남도,창원시진해구,충무동,동,4812953000,
경상남도,창원시진해구,여좌동,동,4812954000,
경상남도,창원시진해구,태백동,동,4812955000,
경상남도,창원시진해구,경화동,동,4812956000,
경상남도,창원시진해구,병암동,동,4812957000,
경상남도,창원시진해구,석동,동,4812958000,
경상남도,창원시진해구,이동,동,4812959000,
경상남도,창원시진해구,자은동,동,4812960000,
경상남도,창원시진해구,덕산동,동,4812961000,
경상남도,창원시진해구,풍호동,동,4812962000,
경상남도,창원시진해구,웅천동,동,4812963000,
경상남도,창원시진해구,웅동1동,동,4812964000,
경상남도,창원시진해구,웅동2동,동,4812965000,
경상남도,진주시,문산읍,읍,4817025000,
경상남도,진주시,내동면,면,4817031000,
경상남도,진주시,정촌면,면,4817032000,
경상남도,진주시,금곡면,면,4817033000,
경상남도,진주시,진성면,면,4817035000,
경상남도,진주시,일반성면,면,4817036000,
경상남도,진주시,이반성면,면,4817037000,
경상남도,진주시,사봉면,면,4817038000,
경상남도,진주시,지수면,면,4817039000,
경상남도,진주시,대곡면,면,4817040000,
경상남도,진주시,금산면,면,4817041000,
경상남도,진주시,집현면,면,4817042000,
경상남도,진주시,미천면,면,4817043000,
경상남도,진주시,명석면,면,4817044000,
경상남도,진주시,대평면,면,4817045000,
경상남도,진주시,수곡면,면,4817046000,
경상남도,진주시,천전동,동,4817051500,
경상남도,진주시,성북동,동,4817055500,
경상남도,진주시,중앙동,동,4817056500,
경상남도,진주시,상봉동,동,4817059500,
경상남도,진주시,상대동,동,4817067300,
경상남도,진주시,하대동,동,4817067800,
경상남도,진주시,상평동,동,4817068000,
경상남도,진주시,초장동,동,4817069500,
경상남도,진주시,평거동,동,4817071000,
경상남도,진주시,신안동,동,4817071500,
경상남도,진주시,이현동,동,4817072000,
경상남도,진주시,판문동,동,4817073000,
경상남도,진주시,가호동,동,4817074000,
경상남도,진주시,충무공동,동,4817075000,
경상남도,통영시,산양읍,읍,4822025000,
경상남도,통영시,용남면,면,4822031000,
경상남도,통영시,도산면,면,4822033000,
경상남도,통영시,광도면,면,4822034000,
경상남도,통영시,욕지면,면,4822035000,
경상남도,통영시,한산면,면,4822036000,
경상남도,통영시,사량면,면,4822037000,
경상남도,통영시,도천동,동,4822051000,
경상남도,통영시,명정동,동,4822053000,
경상남도,통영시,중앙동,동,4822055000,
경상남도,통영시,정량동,동,4822059000,
경상남도,통영시,북신동,동,4822060000,
경상남도,통영시,미수동,동,4822066500,
경상남도,통영시,봉평동,동,4822067000,
경상남도,통영시,무전동,동,4822070000,
경상남도,사천시,사천읍,읍,4824025000,
경상남도,사천시,정동면,면,4824031000,
경상남도,사천시,사남면,면,4824032000,
경상남도,사천시,용현면,면,4824033000,
경상남도,사천시,축동면,면,4824034000,
경상남도,사천시,곤양면,면,4824035000,
경상남도,사천시,곤명면,면,4824036000,
경상남도,사천시,서포면,면,4824037000,
경상남도,사천시,동서동,동,4824051000,
경상남도,사천시,선구동,동,4824052000,
경상남도,사천시,동서금동,동,4824053000,
경상남도,사천시,벌용동,동,4824055000,
경상남도,사천시,향촌동,동,4824057000,
경상남도,사천시,남양동,동,4824059500,
경상남도,김해시,진영읍,읍,4825025000,
경상남도,김해시,주촌면,면,4825032000,
경상남도,김해시,진례면,면,4825033000,
경상남도,김해시,한림면,면,4825034000,
경상남도,김해시,생림면,면,4825035000,
경상남도,김해시,상동면,면,4825036000,
경상남도,김해시,대동면,면,4825037000,
경상남도,김해시,동상동,동,4825051000,
경상남도,김해시,회현동,동,4825052000,
경상남도,김해시,부원동,동,4825053000,
경상남도,김해시,내외동,동,4825054000,
경상남도,김해시,북부동,동,4825055000,
경상남도,김해시,칠산서부동,동,4825056500,
경상남도,김해시,활천동,동,4825058000,
경상남도,김해시,삼안동,동,4825059000,
경상남도,김해시,불암동,동,4825060000,
경상남도,김해시,장유1동,동,4825061000,
경상남도,김해시,장유2동,동,4825062000,
경상남도,김해시,장유3동,동,4825063000,
경상남도,밀양시,삼랑진읍,읍,4827025000,
경상남도,밀양시,하남읍,읍,4827025300,
경상남도,밀양시,부북면,면,4827031000,
경상남도,밀양시,상동면,면,4827032000,
경상남도,밀양시,산외면,면,4827033000,
경상남도,밀양시,산내면,면,4827034000,
경상남도,밀양시,단장면,면,4827035000,
경상남도,밀양시,상남면,면,4827036000,
경상남도,밀양시,초동면,면,4827037000,
경상남도,밀양시,무안면,면,4827038000,
경상남도,밀양시,청도면,면,4827039000,
경상남도,밀양시,내일동,동,4827051000,
경상남도,밀양시,내이동,동,4827052000,
경상남도,밀양시,삼문동,동,4827053000,
경상남도,밀양시,가곡동,동,4827054000,
경상남도,밀양시,교동,동,4827055000,
경상남도,거제시,일운면,면,4831031000,
경상남도,거제시,동부면,면,4831032000,
경상남도,거제시,남부면,면,4831033000,
경상남도,거제시,거제면,면,4831034000,
경상남도,거제시,둔덕면,면,4831035000,
경상남도,거제시,사등면,면,4831036000,
경상남도,거제시,연초면,면,4831037000,
경상남도,거제시,하청면,면,4831038000,
경상남도,거제시,장목면,면,4831039000,
경상남도,거제시,장승포동,동,4831051000,
경상남도,거제시,능포동,동,4831053000,
경상남도,거제시,아주동,동,4831054000,
경상남도,거제시,옥포1동,동,4831055000,
경상남도,거제시,옥포2동,동,4831056000,
경상남도,거제시,장평동,동,4831057000,
경상남도,거제시,고현동,동,4831058000,
경상남도,거제시,상문동,동,4831059000,
경상남도,거제시,수양동,동,4831060000,
경상남도,양산시,물금읍,읍,4833025300,
경상남도,양산시,동면,면,4833031000,
경상남도,양산시,원동면,면,4833032000,
경상남도,양산시,상북면,면,4833033000,
경상남도,양산시,하북면,면,4833034000,
경상남도,양산시,중앙동,동,4833051000,
경상남도,양산시,양주동,동,4833051500,
경상남도,양산시,삼성동,동,4833052000,
경상남도,양산시,강서동,동,4833053000,
경상남도,양산시,서창동,동,4833054000,
경상남도,양산시,소주동,동,4833055000,
경상남도,양산시,평산동,동,4833056000,
경상남도,양산시,덕계동,동,4833057000,
경상남도,의령군,의령읍,읍,4872025000,
경상남도,의령군,가례면,면,4872031000,
경상남도,의령군,칠곡면,면,4872032000,
경상남도,의령군,대의면,면,4872033000,
경상남도,의령군,화정면,면,4872034000,
경상남도,의령군,용덕면,면,4872035000,
경상남도,의령군,정곡면,면,4872036000,
경상남도,의령군,지정면,면,4872037000,
경상남도,의령군,낙서면,면,4872038000,
경상남도,의령군,부림면,면,4872039000,
경상남도,의령군,봉수면,면,4872040000,
경상남도,의령군,궁류면,면,4872041500,
경상남도,의령군,유곡면,면,4872042000,
경상남도,함안군,가야읍,읍,4873025000,
경상남도,함안군,칠원읍,읍,4873025300,
경상남도,함안군,함안면,면,4873031000,
경상남도,함안군,군북면,면,4873032000,
경상남도,함안군,법수면,면,4873033000,
경상남도,함안군,대산면,면,4873034000,
경상남도,함안군,칠서면,면,4873035000,
경상남도,함안군,칠북면,면,4873036000,
경상남도,함안군,산인면,면,4873038000,
경상남도,함안군,여항면,면,4873039000,
경상남도,창녕군,창녕읍,읍,4874025000,
경상남도,창녕군,남지읍,읍,4874025300,
경상남도,창녕군,고암면,면,4874031000,
경상남도,창녕군,성산면,면,4874032000,
경상남도,창녕군,대합면,면,4874033000,
경상남도,창녕군,이방면,면,4874034000,
경상남도,창녕군,유어면,면,4874035000,
경상남도,창녕군,대지면,면,4874036000,
경상남도,창녕군,계성면,면,4874037000,
경상남도,창녕군,영산면,면,4874038000,
경상남도,창녕군,장마면,면,4874039000,
경상남도,창녕군,도천면,면,4874040000,
경상남도,창녕군,길곡면,면,4874041000,
경상남도,창녕군,부곡면,면,4874042000,
경상남도,고성군,고성읍,읍,4882025000,
경상남도,고성군,삼산면,면,4882031000,
경상남도,고성군,하일면,면,4882032000,
경상남도,고성군,하이면,면,4882033000,
경상남도,고성군,상리면,면,4882034000,
경상남도,고성군,대가면,면,4882035000,
경상남도,고성군,영현면,면,4882036000,
경상남도,고성군,영오면,면,4882037000,
경상남도,고성군,개천면,면,4882038000,
경상남도,고성군,구만면,면,4882039000,
경상남도,고성군,회화면,면,4882040000,
경상남도,고성군,마암면,면,4882041000,
경상남도,고성군,동해면,면,4882042000,
경상남도,고성군,거류면,면,4882043000,
경상남도,남해군,남해읍,읍,4884025000,
경상남도,남해군,이동면,면,4884031000,
경상남도,남해군,상주면,면,4884032000,
경상남도,남해군,삼동면,면,4884033000,
경상남도,남해군,미조면,면,4884034000,
경상남도,남해군,남면,면,4884035000,
경상남도,남해군,서면,면,4884036000,
경상남도,남해군,고현면,면,4884037000,
경상남도,남해군,설천면,면,4884038000,
경상남도,남해군,창선면,면,4884039000,
경상남도,하동군,하동읍,읍,4885025000,
경상남도,하동군,화개면,면,4885031000,
경상남도,하동군,악양면,면,4885032000,
경상남도,하동군,적량면,면,4885033000,
경상남도,하동군,횡천면,면,4885034000,
경상남도,하동군,고전면,면,4885035000,
경상남도,하동군,금남면,면,4885036000,
경상남도,하동군,진교면,면,4885037000,
경상남도,하동군,양보면,면,4885038000,
경상남도,하동군,북천면,면,4885039000,
경상남도,하동군,청암면,면,4885040000,
경상남도,하동군,옥종면,면,4885041000,
경상남도,하동군,금성면,면,4885042000,
경상남도,산청군,산청읍,읍,4886025000,
경상남도,산청군,차황면,면,4886031000,
경상남도,산청군,오부면,면,4886032000,
경상남도,산청군,생초면,면,4886033000,
경상남도,산청군,금서면,면,4886034000,
경상남도,산청군,삼장면,면,4886035000,
경상남도,산청군,시천면,면,4886036000,
경상남도,산청군,단성면,면,4886037000,
경상남도,산청군,신안면,면,4886038000,
경상남도,산청군,생비량면,면,4886039000,
경상남도,산청군,신등면,면,4886040000,
경상남도,함양군,함양읍,읍,4887025000,
경상남도,함양군,마천면,면,4887031000,
경상남도,함양군,휴천면,면,4887032000,
경상남도,함양군,유림면,면,4887033000,
경상남도,함양군,수동면,면,4887034000,
경상남도,함양군,지곡면,면,4887035000,
경상남도,함양군,안의면,면,4887036000,
경상남도,함양군,서하면,면,4887037000,
경상남도,함양군,서상면,면,4887038000,
경상남도,함양군,백전면,면,4887039000,
경상남도,함양군,병곡면,면,4887040000,
경상남도,거창군,거창읍,읍,4888025000,
경상남도,거창군,주상면,면,4888031000,
경상남도,거창군,웅양면,면,4888032000,
경상남도,거창군,고제면,면,4888033000,
경상남도,거창군,북상면,면,4888034000,
경상남도,거창군,위천면,면,4888035000,
경상남도,거창군,마리면,면,4888036000,
경상남도,거창군,남상면,면,4888037000,
경상남도,거창군,남하면,면,4888038000,
경상남도,거창군,신원면,면,4888039000,
경상남도,거창군,가조면,면,4888040000,
경상남도,거창군,가북면,면,4888041000,
경상남도,합천군,합천읍,읍,4889025000,
경상남도,합천군,봉산면,면,4889031000,
경상남도,합천군,묘산면,면,4889032000,
경상남도,합천군,가야면,면,4889033000,
경상남도,합천군,야로면,면,4889034000,
경상남도,합천군,율곡면,면,4889035000,
경상남도,합천군,초계면,면,4889036000,
경상남도,합천군,쌍책면,면,4889037000,
경상남도,합천군,덕곡면,면,4889038000,
경상남도,합천군,청덕면,면,4889039000,
경상남도,합천군,적중면,면,4889040000,
경상남도,합천군,대양면,면,4889041000,
경상남도,합천군,쌍백면,면,4889042000,
경상남도,합천군,삼가면,면,4889043000,
경상남도,합천군,가회면,면,4889044000,
경상남도,합천군,대병면,면,4889045000,
경상남도,합천군,용주면,면,4889046000,
제주특별자치도,제주시,한림읍,읍,5011025000,
제주특별자치도,제주시,애월읍,읍,5011025300,
제주특별자치도,제주시,구좌읍,읍,5011025600,
제주특별자치도,제주시,조천읍,읍,5011025900,
제주특별자치도,제주시,한경면,면,5011031000,
제주특별자치도,제주시,추자면,면,5011032000,
제주특별자치도,제주시,우도면,면,5011033000,
제주특별자치도,제주시,일도1동,동,5011051000,
제주특별자치도,제주시,일도2동,동,5011052000,
제주특별자치도,제주시,이도1동,동,5011053000,
제주특별자치도,제주시,이도2동,동,5011054000,
제주특별자치도,제주시,삼도1동,동,5011055000,
제주특별자치도,제주시,삼도2동,동,5011056000,
제주특별자치도,제주시,용담1동,동,5011057000,
제주특별자치도,제주시,용담2동,동,5011058000,
제주특별자치도,제주시,건입동,동,5011059000,
제주특별자치도,제주시,화북동,동,5011060000,
제주특별자치도,제주시,삼양동,동,5011061000,
제주특별자치도,제주시,봉개동,동,5011062000,
제주특별자치도,제주시,아라동,동,5011063000,
제주특별자치도,제주시,오라동,동,5011064000,
제주특별자치도,제주시,연동,동,5011065000,
제주특별자치도,제주시,노형동,동,5011066000,
제주특별자치도,제주시,외도동,동,5011067000,
제주특별자치도,제주시,이호동,동,5011068000,
제주특별자치도,제주시,도두동,동,5011069000,
제주특별자치도,서귀포시,대정읍,읍,5013025000,
제주특별자치도,서귀포시,남원읍,읍,5013025300,
제주특별자치도,서귀포시,성산읍,읍,5013025900,
제주특별자치도,서귀포시,안덕면,면,5013031000,
제주특별자치도,서귀포시,표선면,면,5013032000,
제주특별자치도,서귀포시,송산동,동,5013051000,
제주특별자치도,서귀포시,정방동,동,5013052000,
제주특별자치도,서귀포시,중앙동,동,5013053000,
제주특별자치도,서귀포시,천지동,동,5013054000,
제주특별자치도,서귀포시,효돈동,동,5013055000,
제주특별자치도,서귀포시,영천동,동,5013056000,
제주특별자치도,서귀포시,동홍동,동,5013057000,
제주특별자치도,서귀포시,서홍동,동,5013058000,
제주특별자치도,서귀포시,대륜동,동,5013059000,
제주특별자치도,서귀포시,대천동,동,5013060000,
제주특별자치도,서귀포시,중문동,동,5013061000,
제주특별자치도,서귀포시,예래동,동,5013062000,
강원특별자치도,춘천시,신북읍,읍,5111025000,
강원특별자치도,춘천시,동면,면,5111031000,
강원특별자치도,춘천시,동산면,면,5111032000,
강원특별자치도,춘천시,신동면,면,5111033000,
강원특별자치도,춘천시,남면,면,5111034000,
강원특별자치도,춘천시,서면,면,5111035000,
강원특별자치도,춘천시,사북면,면,5111036000,
강원특별자치도,춘천시,북산면,면,5111038000,
강원특별자치도,춘천시,동내면,면,5111039000,
강원특별자치도,춘천시,남산면,면,5111040000,
강원특별자치도,춘천시,교동,동,5111052000,
강원특별자치도,춘천시,조운동,동,5111053000,
강원특별자치도,춘천시,약사명동,동,5111054500,
강원특별자치도,춘천시,근화동,동,5111057000,
강원특별자치도,춘천시,소양동,동,5111058000,
강원특별자치도,춘천시,후평1동,동,5111060000,
강원특별자치도,춘천시,후평2동,동,5111061000,
강원특별자치도,춘천시,후평3동,동,5111061100,
강원특별자치도,춘천시,효자1동,동,5111062000,
강원특별자치도,춘천시,효자2동,동,5111063000,
강원특별자치도,춘천시,효자3동,동,5111064000,
강원특별자치도,춘천시,석사동,동,5111065000,
강원특별자치도,춘천시,퇴계동,동,5111066000,
강원특별자치도,춘천시,강남동,동,5111067500,
강원특별자치도,춘천시,신사우동,동,5111070500,
강원특별자치도,원주시,문막읍,읍,5113025000,
강원특별자치도,원주시,소초면,면,5113031000,
강원특별자치도,원주시,호저면,면,5113032000,
강원특별자치도,원주시,지정면,면,5113033000,
강원특별자치도,원주시,부론면,면,5113035000,
강원특별자치도,원주시,귀래면,면,5113036000,
강원특별자치도,원주시,흥업면,면,5113037000,
강원특별자치도,원주시,판부면,면,5113038000,
강원특별자치도,원주시,신림면,면,5113039000,
강원특별자치도,원주시,중앙동,동,5113051500,
강원특별자치도,원주시,원인동,동,5113052000,
강원특별자치도,원주시,개운동,동,5113053000,
강원특별자치도,원주시,명륜1동,동,5113054100,
강원특별자치도,원주시,명륜2동,동,5113054200,
강원특별자치도,원주시,단구동,동,5113055000,
강원특별자치도,원주시,일산동,동,5113056000,
강원특별자치도,원주시,학성동,동,5113057500,
강원특별자치도,원주시,단계동,동,5113059000,
강원특별자치도,원주시,우산동,동,5113060000,
강원특별자치도,원주시,태장1동,동,5113061000,
강원특별자치도,원주시,태장2동,동,5113062000,
강원특별자치도,원주시,봉산동,동,5113063500,
강원특별자치도,원주시,행구동,동,5113065000,
강원특별자치도,원주시,무실동,동,5113066000,
강원특별자치도,원주시,반곡관설동,동,5113067500,
강원특별자치도,강릉시,주문진읍,읍,5115025000,
강원특별자치도,강릉시,성산면,면,5115031000,
강원특별자치도,강릉시,왕산면,면,5115032000,
강원특별자치도,강릉시,구정면,면,5115033000,
강원특별자치도,강릉시,강동면,면,5115034000,
강원특별자치도,강릉시,옥계면,면,5115035000,
강원특별자치도,강릉시,사천면,면,5115036000,
강원특별자치도,강릉시,연곡면,면,5115037000,
강원특별자치도,강릉시,홍제동,동,5115051000,
강원특별자치도,강릉시,중앙동,동,5115052000,
강원특별자치도,강릉시,옥천동,동,5115054000,
강원특별자치도,강릉시,교1동,동,5115055000,
강원특별자치도,강릉시,교2동,동,5115056000,
강원특별자치도,강릉시,포남1동,동,5115057100,
강원특별자치도,강릉시,포남2동,동,5115057200,
강원특별자치도,강릉시,초당동,동,5115058000,
강원특별자치도,강릉시,송정동,동,5115059000,
강원특별자치도,강릉시,내곡동,동,5115060000,
강원특별자치도,강릉시,강남동,동,5115061500,
강원특별자치도,강릉시,성덕동,동,5115064500,
강원특별자치도,강릉시,경포동,동,5115066500,
강원특별자치도,동해시,천곡동,동,5117051000,
강원특별자치도,동해시,송정동,동,5117052000,
강원특별자치도,동해시,북삼동,동,5117053000,
강원특별자치도,동해시,부곡동,동,5117054000,
강원특별자치도,동해시,동호동,동,5117055000,
강원특별자치도,동해시,발한동,동,5117057000,
강원특별자치도,동해시,묵호동,동,5117059000,
강원특별자치도,동해시,북평동,동,5117060000,
강원특별자치도,동해시,망상동,동,5117063000,
강원특별자치도,동해시,삼화동,동,5117065000,
강원특별자치도,태백시,황지동,동,5119051500,
강원특별자치도,태백시,황연동,동,5119052500,
강원특별자치도,태백시,삼수동,동,5119053500,
강원특별자치도,태백시,상장동,동,5119054000,
강원특별자치도,태백시,문곡소도동,동,5119058500,
강원특별자치도,태백시,장성동,동,5119059500,
강원특별자치도,태백시,구문소동,동,5119060500,
강원특별자치도,태백시,철암동,동,5119061500,
강원특별자치도,속초시,영랑동,동,5121051000,
강원특별자치도,속초시,동명동,동,5121052000,
강원특별자치도,속초시,금호동,동,5121054000,
강원특별자치도,속초시,교동,동,5121056000,
강원특별자치도,속초시,노학동,동,5121057000,
강원특별자치도,속초시,조양동,동,5121058000,
강원특별자치도,속초시,청호동,동,5121059000,
강원특별자치도,속초시,대포동,동,5121060000,
강원특별자치도,삼척시,도계읍,읍,5123025000,
강원특별자치도,삼척시,원덕읍,읍,5123025300,
강원특별자치도,삼척시,근덕면,면,5123031000,
강원특별자치도,삼척시,하장면,면,5123032000,
강원특별자치도,삼척시,노곡면,면,5123033000,
강원특별자치도,삼척시,미로면,면,5123034000,
강원특별자치도,삼척시,가곡면,면,5123035000,
강원특별자치도,삼척시,신기면,면,5123036000,
강원특별자치도,삼척시,남양동,동,5123051000,
강원특별자치도,삼척시,교동,동,5123053000,
강원특별자치도,삼척시,정라동,동,5123054000,
강원특별자치도,삼척시,성내동,동,5123057000,
강원특별자치도,홍천군,홍천읍,읍,5172025000,
강원특별자치도,홍천군,화촌면,면,5172031000,
강원특별자치도,홍천군,두촌면,면,5172032000,
강원특별자치도,홍천군,내촌면,면,5172033000,
강원특별자치도,홍천군,서석면,면,5172034000,
강원특별자치도,홍천군,영귀미면,면,5172035200,
강원특별자치도,홍천군,남면,면,5172036000,
강원특별자치도,홍천군,서면,면,5172037000,
강원특별자치도,홍천군,북방면,면,5172038000,
강원특별자치도,홍천군,내면,면,5172039000,
강원특별자치도,횡성군,횡성읍,읍,5173025000,
강원특별자치도,횡성군,우천면,면,5173031000,
강원특별자치도,횡성군,안흥면,면,5173032000,
강원특별자치도,횡성군,둔내면,면,5173033000,
강원특별자치도,횡성군,갑천면,면,5173034000,
강원특별자치도,횡성군,청일면,면,5173035000,
강원특별자치도,횡성군,공근면,면,5173036000,
강원특별자치도,횡성군,서원면,면,5173037000,
강원특별자치도,횡성군,강림면,면,5173038000,
강원특별자치도,영월군,영월읍,읍,5175025000,
강원특별자치도,영월군,상동읍,읍,5175025300,
강원특별자치도,영월군,산솔면,면,5175031200,
강원특별자치도,영월군,김삿갓면,면,5175032500,
강원특별자치도,영월군,북면,면,5175033000,
강원특별자치도,영월군,남면,면,5175034000,
강원특별자치도,영월군,한반도면,면,5175035500,
강원특별자치도,영월군,주천면,면,5175036000,
강원특별자치도,영월군,무릉도원면,면,5175038000,
강원특별자치도,평창군,평창읍,읍,5176025000,
강원특별자치도,평창군,미탄면,면,5176031000,
강원특별자치도,평창군,방림면,면,5176032000,
강원특별자치도,평창군,대화면,면,5176033000,
강원특별자치도,평창군,봉평면,면,5176034000,
강원특별자치도,평창군,용평면,면,5176035000,
강원특별자치도,평창군,진부면,면,5176036000,
강원특별자치도,평창군,대관령면,면,5176038000,
강원특별자치도,정선군,정선읍,읍,5177025000,
강원특별자치도,정선군,고한읍,읍,5177025300,
강원특별자치도,정선군,사북읍,읍,5177025600,
강원특별자치도,정선군,신동읍,읍,5177025900,
강원특별자치도,정선군,남면,면,5177032000,
강원특별자치도,정선군,북평면,면,5177034000,
강원특별자치도,정선군,임계면,면,5177035000,
강원특별자치도,정선군,화암면,면,5177036000,
강원특별자치도,정선군,여량면,면,5177037000,
강원특별자치도,철원군,철원읍,읍,5178025000,
강원특별자치도,철원군,김화읍,읍,5178025300,
강원특별자치도,철원군,갈말읍,읍,5178025600,
강원특별자치도,철원군,동송읍,읍,5178025900,
강원특별자치도,철원군,서면,면,5178031000,
강원특별자치도,철원군,근남면,면,5178032000,
강원특별자치도,철원군,근북면,면,5178033000,
강원특별자치도,화천군,화천읍,읍,5179025000,
강원특별자치도,화천군,간동면,면,5179031000,
강원특별자치도,화천군,하남면,면,5179032000,
강원특별자치도,화천군,상서면,면,5179033000,
강원특별자치도,화천군,사내면,면,5179034000,
강원특별자치도,양구군,양구읍,읍,5180025000,
강원특별자치도,양구군,국토정중앙면,면,5180031500,
강원특별자치도,양구군,동면,면,5180032000,
강원특별자치도,양구군,방산면,면,5180033000,
강원특별자치도,양구군,해안면,면,5180034000,
강원특별자치도,인제군,인제읍,읍,5181025000,
강원특별자치도,인제군,남면,면,5181031000,
강원특별자치도,인제군,북면,면,5181032000,
강원특별자치도,인제군,기린면,면,5181033000,
강원특별자치도,인제군,서화면,면,5181034000,
강원특별자치도,인제군,상남면,면,5181035000,
강원특별자치도,고성군,간성읍,읍,5182025000,
강원특별자치도,고성군,거진읍,읍,5182025300,
강원특별자치도,고성군,현내면,면,5182031000,
강원특별자치도,고성군,죽왕면,면,5182032000,
강원특별자치도,고성군,토성면,면,5182033000,
강원특별자치도,양양군,양양읍,읍,5183025000,
강원특별자치도,양양군,서면,면,5183031000,
강원특별자치도,양양군,손양면,면,5183032000,
강원특별자치도,양양군,현북면,면,5183033000,
강원특별자치도,양양군,현남면,면,5183034000,
강원특별자치도,양양군,강현면,면,5183035000,
전북특별자치도,전주시완산구,중앙동,동,5211151000,
전북특별자치도,전주시완산구,풍남동,동,5211153000,
전북특별자치도,전주시완산구,노송동,동,5211160500,
전북특별자치도,전주시완산구,완산동,동,5211163500,
전북특별자치도,전주시완산구,동서학동,동,5211165000,
전북특별자치도,전주시완산구,서서학동,동,5211166000,
전북특별자치도,전주시완산구,중화산1동,동,5211167100,
전북특별자치도,전주시완산구,중화산2동,동,5211167200,
전북특별자치도,전주시완산구,서신동,동,5211168000,
전북특별자치도,전주시완산구,평화1동,동,5211169100,
전북특별자치도,전주시완산구,평화2동,동,5211169200,
전북특별자치도,전주시완산구,삼천1동,동,5211170100,
전북특별자치도,전주시완산구,삼천2동,동,5211170200,
전북특별자치도,전주시완산구,삼천3동,동,5211170300,
전북특별자치도,전주시완산구,효자1동,동,5211171100,
전북특별자치도,전주시완산구,효자2동,동,5211171200,
전북특별자치도,전주시완산구,효자3동,동,5211171300,
전북특별자치도,전주시완산구,효자4동,동,5211171400,
